S.NO.,PROJECT,DESCRIPTION,PART CODE,SERIAL,OPENING STOCK,ISSUED,RECD.,CLOSING STOCK,TEST BENCH,ALMIRA NO,ZONE,BIN,PICTURE,TYPE,LOCATION,COMMON PROJECTS,VENDOR,VENDOR ADDRESS,OLD DESCRIPTION,OLD PARTCODE,REMARKS,Unnamed: 22,Unnamed: 23,Unnamed: 24
867,GALAXY,"CABLE, ANGLED USB STRAIGHT A MALE",R.22.C1012208,10008,1,0,0,1,,M04,00A,BOX 1,PICTURE,CABLE,M04-00A-BOX 1,,ORBIS SYSTEM,CHINA,"CABLE, ANGLED USB STRAIGHT A MALE",R.22.C1012208,,,,
868,GALAXY,"PCB, CARD EDGE GALAXY",R.22.C1012231,57412-02,17,0,0,17,,M04,00A,BOX 6,PICTURE,CARD,M04-00A-BOX 6,,ORBIS SYSTEM,USA,"PCB, CARD EDGE GALAXY",R.22.C1012231,,,,
869,GALAXY,SIGNAL GENERATOR USB II- ULINE S-7677 - 57404,R.22.C.1012783,57404,5,0,0,5,,M04,00A,BOX 4,PICTURE,SIGNAL,M04-00A-BOX 4,,ORBIS SYSTEM,USA,SIGNAL GENERATOR USB II- ULINE S-7677,R.22.C.1012783,,,,
870,GALAXY,"ASSY, PCB, DUT MDR26, GALAXY 54647-01",R.22.C1012233,54647-01,30,0,0,30,,M04,00A,BOX 6,PICTURE,CARD,M04-00A-BOX 6,,ORBIS SYSTEM,USA,"ASSY, PCB, DUT MDR26, GALAXY 54647-01",R.22.C1012233,,,,
871,GALAXY,"THERMAL PAD, TH 2MM 35SQ IN",10209,10209,1,0,0,1,,M04,00A,BOX 2,PICTURE,PAD,M04-00A-BOX 2,,ORBIS SYSTEM,CHINA,"THERMAL PAD, TH 2MM 35SQ IN",10209,,,,
872,GALAXY,"USB 7-PORT, 2.0 U/USB 1.1 HUB TOWER, HI SPEED",R.22.C1007722,57681,2,0,0,2,,M04,00A,BOX 4,PICTURE,USB,M04-00A-BOX 4,,ORBIS SYSTEM,CHINA,"USB 7-PORT, 2.0 U/USB 1.1 HUB TOWER, HI SPEED",R.22.C1007722,,,,
873,GALAXY,CABLE RF SMAM-SMAM 2134 MM EF316D - 53044,R.22.C1014112,53044,24,0,0,24,,M04,00A,SHELF 5,PICTURE,CABLE,M04-00A-SHELF 5,,ORBIS SYSTEM,ESTONIA,CABLE RF SMAM-SMAM 2134 MM EF316D,R.22.C1014112,,,,
874,GALAXY,"PROBE, FLAT, 2.5N, 30A",51003,51003,12,0,0,12,,M04,00A,BOX 2,PICTURE,PIN,M04-00A-BOX 2,,ORBIS SYSTEM,GERMANY,"PROBE, FLAT, 2.5N, 30A",51003,,,,
875,GALAXY,"RECEPTACLE, SOLDER CUP",51004,51004,2,0,0,2,,M04,00A,BOX 2,PICTURE,PIN,M04-00A-BOX 2,,ORBIS SYSTEM,GERMANY,"RECEPTACLE, SOLDER CUP",51004,,,,
876,GALAXY,"ADAPTER, HDMIM-HDMIFRA",R.22.C1012250,21166,2,0,0,2,,M04,00A,BOX 2,PICTURE,ADAPTER,M04-00A-BOX 2,,ORBIS SYSTEM,CHINA,"ADAPTER, HDMIM-HDMIFRA",R.22.C1012250,,,,
877,GALAXY,GX MDR PCB COVER BOTTOM 72044,R.11.C1012144,72044,3,0,0,3,,M04,00A,BOX 2,PICTURE,COVER,M04-00A-BOX 2,,ORBIS SYSTEM,CHINA,GX MDR PCB COVER BOTTOM,R.11.C1012144,,,,
878,GALAXY,"PCB SPACER SUPPORT, NYLON, L=2 10117",R.22.C1012300,10117,20,0,0,20,,M04,00A,BOX 1,PICTURE,SPACER,M04-00A-BOX 1,,ORBIS SYSTEM,CHINA,"PCB SPACER SUPPORT, NYLON, L=2",R.22.C1012300,,,,
879,GALAXY,GX MDR PCB COVER TOP  72042-3D,R.11.C1012183,72042-3D,3,0,0,3,,M04,00A,BOX 1,PICTURE,COVER,M04-00A-BOX 1,,ORBIS SYSTEM,CHINA,GX MDR PCB COVER TOP,R.11.C1012183,,,,
880,GALAXY,"SCREW, SET M4X3X0.7 FLAT TIP",10055,10055,17,0,0,17,,M04,00A,BOX 2,PICTURE,SCREW,M04-00A-BOX 2,,ORBIS SYSTEM,CHINA,"SCREW, SET M4X3X0.7 FLAT TIP",10055,,,,
881,GALAXY,"BRACKET, COMP SIDEMTNG, RFBBFF",53K164-S00N1,57064,25,0,0,25,,M04,00A,BOX 3,PICTURE,BRACKET,M04-00A-BOX 3,,ORBIS SYSTEM,CHINA,"BRACKET, COMP SIDEMTNG, RFBBFF",53K164-S00N1,,,,
882,GALAXY,ZN-Z135 CAL KIT 3.5MM(F),ZN-Z135,63152,1,0,0,1,,M04,00A,BOX 4,PICTURE,KIT,M04-00A-SHELF 1,,ORBIS SYSTEM,GERMANY,ZN-Z135 CAL KIT 3.5MM(F),ZN-Z135,,,,
883,GALAXY,"GIGABIT ETHERNET SWITCH, 16 PORT ENET, 10/100/1000 MBPS",R.22.F4001424,70194,2,0,0,2,,M04,00A,SHELF 1,PICTURE,SWITCH,M04-00A-SHELF 1,,ORBIS SYSTEM,CHINA,"GIGABIT ETHERNET SWITCH, 16 PORT ENET, 10/100/1000 MBPS",R.22.F4001424,,,,
884,GALAXY,"HI POWER DIVIDER, SMA- MINI CIRCUIT ZB4D-462W-S+",R.22.C1012223,57426,1,0,0,1,,M04,00A,BOX 3,PICTURE,CIRCUIT,M04-00A-BOX 3,,ORBIS SYSTEM,INDIA,"HI POWER DIVIDER, SMA- MINI CIRCUIT ZB4D-462W-S+",R.22.C1012223,,,,
885,GALAXY,ENVIROFLEX CABLE 11BNCM/R.22.F2000641,70188,,2,0,0,2,,M04,00A,SHELF 5,PICTURE,CABLE,M04-00A-SHELF 5,,ORBIS SYSTEM,INDIA,ENVIROFLEX CABLE 11BNCM/R.22.F2000641,70188,,,,
886,GALAXY,GALAXY DUT POWER CABLE/ R.23.F4010000,10159-01,,7,0,0,7,,M04,00A,SHELF 5,PICTURE,CABLE,M04-00A-SHELF 5,,ORBIS SYSTEM,INDIA,GALAXY DUT POWER CABLE/ R.23.F4010000,10159-01,,,,
887,AIRSCALE SM,FSM4-LED SENSOR ADAPTER ASSEMBLY,EA036997/P362310,,12,1,0,11,,M02,00C,SHELF 1,PICTURE,CARD,M02-00D-SHELF 2,,NOKIA FINLAND,FINLAND,FSM4-LED SENSOR ADAPTER ASSEMBLY,EA036997/P362310,,,,
888,AIRSCALE SM,LMI  ADAPTER FOR 5G PRODUCTS EA056190,090666A.X02,,11,0,0,11,00B,M02,00D,SHELF 3,PICTURE,CARD,M02-00D-SHELF 1,,NOKIA FINLAND,FINLAND,LMI  ADAPTER FOR 5G PRODUCTS EA056190,090666A.X02,,,,
889,AIRSCALE SM,"COLOR SENSOR ADAPTER, REVERSE ASSY. EA013033",0079211_00,,14,1,0,13,,M02,00D,SHELF 2,PICTURE,CARD,M02-00D-SHELF 2,FSM REL3/ AIRSCALE SM/ QUASAR,NOKIA FINLAND,FINLAND,"COLOR SENSOR ADAPTER, REVERSE ASSY. EA013033",0079211_00,,,,
890,AIRSCALE SM,COMPACT SOLENOID VALVE 3-PORT VV061-0840-5NTH-C3,CO058600-000,,4,0,0,4,,M02,00D,SHELF 4,PICTURE,VALVE,M02-00D-SHELF 4,,NOKIA FINLAND,FINLAND,,,,,,
891,AIRSCALE SM,FSM4 ID CLOCK SIGNAL ADAPTER ASSEMBLY EA042213-400,OD037212-04,,8,0,0,8,,M02,00D,SHELF 2,PICTURE,CARD,M02-00D-SHELF 2,,NOKIA FINLAND,FINLAND,FSM4 ID CLOCK SIGNAL ADAPTER ASSEMBLY EA042213-400,OD037212-04,,,,
892,AIRSCALE SM,FAN POWER ROUTING BOARD EA023264,00086238,,5,0,0,5,,M02,00D,SHELF 2,PICTURE,CARD,M02-00D-SHELF 2,,NOKIA FINLAND,FINLAND,FAN POWER ROUTING BOARD EA023264,00086238,,,,
893,AIRSCALE SM,FSM4 ASIA-HDMI BACKPLANE ADAPTER ASSEMBLY EA020856,00085828_03,,30,0,0,30,,M02,00D,SHELF 1,PICTURE,CARD,M02-00D-SHELF 1,,NOKIA FINLAND,FINLAND,FSM4 ASIA-HDMI BACKPLANE ADAPTER ASSEMBLY EA020856,00085828_03,,,,
894,AIRSCALE SM,FSM4 FSPJ-HDMI BACKPLANE ADAPTER ASSEMBLY EA020857,00085536_07,,12,0,0,12,,M02,00D,SHELF 1,PICTURE,CARD,M02-00D-SHELF 1,,NOKIA FINLAND,FINLAND,FSM4 PSPJ-HDMI BACKPLANE ADAPTER ASSEMBLY EA020857,00085536_07,,,,
895,AIRSCALE SM,SFP + PASSIVE ELECTRICAL LOOPBACK TEST ADAPTER PWA,EA043365,,10,2,0,8,,M02,00C,BOX 1,PICTURE,CARD,M02-00C-BOX 1,AIRSCALE SM/ QUASAR,NOKIA FINLAND,FINLAND,SFP + PASSIVE ELECTRICAL LOOPBACK TEST ADAPTER PWA,EA043365,,,,
896,AIRSCALE SM,QSFP PASSIVE ELECTRICAL LOOPBACK TEST ADAPTER PWA,EA043364-01,,48,0,0,48,,M02,00C,BOX 1,PICTURE,CARD,M02-00C-BOX 1,,NOKIA FINLAND,FINLAND,QSFP PASSIVE ELECTRICAL LOOPBACK TEST ADAPTER PWA,EA043364-01,,,,
897,AIRSCALE SM,SFP28 LOOPBACK TEST ADAPTER PWA,EA046935,,839,8,0,831,,M02,00D,SHELF 4,PICTURE,CARD,M02-00D-SHELF 4,,NOKIA FINLAND,FINLAND,SFP28 LOOPBACK TEST ADAPTER PWA,EA046935,,,,
898,AIRSCALE SM,TEST PROBE GKS-075 214 100 A 1000/CO026750,GKS-075 214 100 A 1000,,128,0,0,128,,M02,00C,BOX 6,PICTURE,PIN,M02-00C-BOX 8,MEDUSA/ AIRSCALE SM,NOKIA FINLAND,FINLAND,TEST PROBE GKS-075 214 100 A 1000/CO026750,GKS-075 214 100 A 1000,,,,
899,AIRSCALE SM,HSS-118 306 200 A 1508/CO011207,HSS-118 306 200 A 1508,,29,0,0,29,,M02,00C,BOX 6,PICTURE,PIN,M02-00C-BOX 8,,NOKIA FINLAND,FINLAND,HSS-118 306 200 A 1508/CO011207,HSS-118 306 200 A 1508,,,,
900,AIRSCALE SM,FSM3 FCTB ETHERNET LOOPBACK OD045560,00072738-,,8,0,0,8,,M02,00C,BOX 7,PICTURE,LOOPBACK,M02-00C-BOX 8,,NOKIA FINLAND,FINLAND,FSM3 FCTB ETHERNET LOOPBACK OD045560,00072738-,,,,
901,AIRSCALE SM,TEST PROBE GKS 100 302 150 A 1500/CO000275,GKS 100 302 150 A 1500,,20,0,0,20,,M02,00C,BOX 6,PICTURE,PIN,M02-00C-BOX 8,,NOKIA FINLAND,FINLAND,TEST PROBE GKS 100 302 150 A 1500/CO000275,GKS 100 302 150 A 1500,,,,
902,AIRSCALE SM,"RASPBERRY PI4 COMPUTER MODEL B+32GB MICRO SD CARD, CO055642",CO055642,,8,0,0,8,,M02,00C,BOX 1,PICTURE,CARD,M02-00C-BOX 1,,NOKIA FINLAND,FINLAND,"RASPBERRY PI4 COMPUTER MODEL B+32GB MICRO SD CARD, CO055642",CO055642,,,,
903,AIRSCALE SM,ABIO FAN PIPE,OD056951 01,,2,0,0,2,,M02,00C,BOX 2,PICTURE,FAN ADAPTER,M02-00C-BOX 2,,NOKIA FINLAND,FINLAND,ABIO FAN PIPE,OD056951 01,,,,
904,AIRSCALE SM,"LAN CABLE CAT 6 FTP 3M,  CQ30625",CO065013,,3,0,0,3,,M02,00C,BOX 8,PICTURE,CABLE,M02-00C-BOX 8,,NOKIA FINLAND,FINLAND,"LAN CABLE CAT 6 FTP 3M, ",CO065013,,,,
905,AIRSCALE SM,D-LINK DUB-H7 USB-HUB 7 USB 2.0 PORTS,CO043154,,3,0,0,3,,M02,00C,BOX 2,PICTURE,USB HUB,M02-00C-BOX 2,,NOKIA FINLAND,FINLAND,D-LINK DUB-H7 USB-HUB 7 USB 2.0 PORTS,CO043154,,,,
906,AIRSCALE SM,ABIN LE DUT LOCKER 2,OD055959.02,,6,0,0,6,,M02,00C,BOX 7,PICTURE,CONNECTOR,M02-00C-BOX 8,,NOKIA FINLAND,FINLAND,ABIN LE DUT LOCKER 2,OD055959.02,,,,
907,AIRSCALE SM,SFP TEST ADAPTER TOP,P365570.04,,3,0,0,3,,M02,00C,BOX 2,PICTURE,CONNECTOR,M02-00C-BOX 2,,NOKIA FINLAND,FINLAND,SFP TEST ADAPTER TOP,P365570.04,,,,
908,AIRSCALE SM,SFP TEST ADAPTER BOTTOM,P365567.08,,3,0,0,3,,M02,00C,BOX 2,PICTURE,CONNECTOR,M02-00C-BOX 2,,NOKIA FINLAND,FINLAND,SFP TEST ADAPTER BOTTOM,P365567.08,,,,
909,AIRSCALE SM,QSFP PWB COVER 2,OD048705.02,,4,0,0,4,,M02,00C,BOX 2,PICTURE,CONNECTOR,M02-00C-BOX 2,,NOKIA FINLAND,FINLAND,QSFP PWB COVER 2,OD048705.02,,,,
910,AIRSCALE SM,QSFP PWB BASE 2,OD048704.03,,4,0,0,4,,M02,00C,BOX 2,PICTURE,CONNECTOR,M02-00C-BOX 2,,NOKIA FINLAND,FINLAND,QSFP PWB BASE 2,OD048704.03,,,,
911,AIRSCALE SM,SPRING PLUNGER GN614.2-4,CO043034,,6,0,0,6,,M02,00C,BOX 6,PICTURE,SPRING PLUNGER,M02-00C-BOX 8,,NOKIA FINLAND,FINLAND,SPRING PLUNGER GN614.2-4,CO043034,,,,
912,AIRSCALE SM,"HDMI A/A, 2M PRO SIGNAL LEAD HDMI",PSG01095,,10,0,0,10,,M02,00C,BOX 2,PICTURE,CABLE,M02-00C-BOX 2,,NOKIA FINLAND,FINLAND,"HDMI A/A, 2M PRO SIGNAL LEAD HDMI",PSG01095-,,,,
913,AIRSCALE SM,"LAN CABLE CAT6S/FTP, 0.5M LOGILINK CQ2022S",CO057064,,3,0,0,3,,M02,00C,BOX 2,PICTURE,CABLE,M02-00C-BOX 2,,NOKIA FINLAND,FINLAND,"LAN CABLE CAT6S/FTP, 0.5M LOGILINK CQ2022S",CO057064,,,,
914,AIRSCALE SM,"LAN CABLE CAT6S/FTP, 2M LOGILINK CQ2052S",CO051361,,0,0,0,0,,M02,00C,BOX 8,PICTURE,CABLE,M02-00C-BOX 8,,NOKIA FINLAND,FINLAND,"LAN CABLE CAT6S/FTP, 2M LOGILINK CQ2052S",CO051361,,,,
915,AIRSCALE SM,"HDMI MALE TO FEMALE EXTENSION CABLE,1.0 M HDMI-121",CO046121,,11,0,0,11,,M02,00C,SHELF 5,PICTURE,CABLE,M02-00C-SHELF 5,,NOKIA FINLAND/ECOREL,DELHI,"HDMI MALE TO FEMALE EXTENSION CABLE,1.0 M HDMI-121",CO046121,,,,
916,AIRSCALE SM,ASIB FOR DUT QUICK CONNECTOR POWER CABLE (LOW HEIGHT CONNECTOR) OD042785 01,MA054979,,3,0,0,3,,M02,00C,BOX 2,PICTURE,COPP W CONNECT,M02-00C-BOX 2,,NOKIA FINLAND,FINLAND,ASIB FOR DUT QUICK CONNECTOR POWER CABLE (LOW HEIGHT CONNECTOR) OD042785 01,MA054979,,,,
917,AIRSCALE SM,"TTL-232RG-VREG3V3-WE CABLE, TTL TO USB CONV. 1.8M",CO043107,,17,0,0,17,,M02,00C,BOX 2,PICTURE,CABLE,M02-00C-BOX 2,,NOKIA FINLAND,FINLAND,TTL-232RG-VREG3V3-WE,CO043107,,,,
918,AIRSCALE SM,FTDI TTL-232RG-VREG1V8-WE,CO043103,,4,0,0,4,,M02,00C,BOX 2,PICTURE,CABLE,M02-00C-BOX 2,,NOKIA FINLAND,FINLAND,FTDI TTL-232RG-VREG1V8-WE,CO043103,,,,
919,AIRSCALE SM,"HDMI CABLE HIGH SPEED 2M, SLIM HDMI",HDMI-1092,,2,0,0,2,,M02,00C,BOX 2,PICTURE,CABLE,M02-00C-BOX 2,,NOKIA FINLAND,FINLAND,"HDMI CABLE HIGH SPEED 2M, SLIM HDMI",HDMI-1092,,,,
920,AIRSCALE SM,CRYDOM-KS101-COVER,CO031828,,1,0,0,1,,M02,00C,BOX 7,PICTURE,COVER,M02-00C-BOX 8,,NOKIA FINLAND,FINLAND,CRYDOM-KS101-COVER,CO031828,,,,
921,AIRSCALE SM,CRYDOM D1D07 RELAY,CO037577,,1,0,0,1,,M02,00C,BOX 7,PICTURE,POWER RELAY,M02-00C-BOX 8,,NOKIA FINLAND,FINLAND,CRYDOM D1D07 RELAY,CO037577,,,,
922,AIRSCALE SM,FAN 92MM EBM PAPST 24VDC 92X92X25MM 3414N ,CO042946,,1,0,0,1,,M02,00C,BOX 2,PICTURE,FAN,M02-00C-BOX 2,,NOKIA FINLAND,FINLAND,FAN 92MM EBM PAPST 24VDC 92X92X25MM 3414N ,CO042946,,,,
923,AIRSCALE SM,FAN BP402024M-W,CO042967,,5,0,0,5,,M02,00C,BOX 2,PICTURE,FAN,M02-00C-BOX 2,,NOKIA FINLAND,FINLAND,FAN BP402024M-W,CO042967,,,,
924,AIRSCALE SM,"HDMI MALE TO FEMALE EXTENSION CABLE, 0.5 M",HDMI MALE TO FEMALE 0.5 M,,4,0,0,4,,M02,00C,BOX 2,PICTURE,CABLE,M02-00C-BOX 2,,ECOREL COMPUTER SYSTEMS PVT. LTD,DELHI,,,,,,
925,AIRSCALE SM,"FTDI CHIPI-X10 CABLE, USB D89 MALE RS232,10CM",CO043106,,1,0,0,1,,M02,00C,BOX 8,PICTURE,CABLE,M02-00C-BOX 8,,NOKIA FINLAND,FINLAND,"FTDI CHIPI-X10 CABLE, USB D89 MALE RS232,10CM",CO043106,,,,
926,AIRSCALE SM,FAN 60MMX60MMX26MM 614NGN,CO042958,,5,0,0,5,,M02,00C,BOX 2,PICTURE,FAN,M02-00C-BOX 2,,NOKIA FINLAND,FINLAND,FAN 60MMX60MMX26MM 614NGN,CO042958,,,,
927,AIRSCALE SM,ABINL/ABIOL BACKPLANE LC TEST ADAPTER PWA P615050.01,EA063424,,4,2,0,2,,M02,00C,SHELF 3,PICTURE,CARD,M02-00C-SHELF 3,,NOKIA FINLAND,FINLAND,ABINL/ABIOL BACKPLANE LC TEST ADAPTER PWA P615050.01,EA063424,,,,
928,AIRSCALE SM,ABIN/ABIO PRODUCTIONTEST BACKPLANE ADAPTER EA054723 P560534.01,OD054722-02,,0,0,0,0,,M02,00C,SHELF 1,PICTURE,CARD,M02-00C-SHELF 1,,NOKIA FINLAND,FINLAND,ABIN/ABIO PRODUCTIONTEST BACKPLANE ADAPTER EA054723,OD054722-02,,,,
929,AIRSCALE SM,GOLDEN UNIT ASPD,091827A.106,,2,0,0,2,,M02,00D,SHELF 2,PICTURE,UNITS,M02-00D-SHELF 2,,NOKIA FINLAND,FINLAND,GOLDEN UNIT ASPD,091827A.106,,,,0.0
930,AIRSCALE SM,GOLDEN UNIT ASIA DH225141245,473095A.204-,,1,1,0,0,,M02,00D,SHELF 2,PICTURE,UNITS,M02-00D-SHELF 2,,NOKIA FINLAND,FINLAND,GOLDEN UNIT ASIA,473095A.204-,,,,
931,AIRSCALE SM,CDTA TEST ADAPTER EA042186,00064801 00,,7,0,0,7,,M02,00D,SHELF 4,PICTURE,CARD,M02-00D-SHELF 3,AIRSCALE SM/ FSM REL3,NOKIA FINLAND,FINLAND,CDTA TEST ADAPTER EA042186,00064801 00,,,,
932,AIRSCALE SM,FSM4 INDOOR FCTL TEST ADAPTER 200 VERSION EA028766-200,00084114-04,,33,2,0,31,,M02,00D,SHELF 5,PICTURE,CARD,M02-00D-SHELF 5,,NOKIA FINLAND,FINLAND,FSM4 FCT X TEST ADAPTER PWB EA028766-200,00084114-04,,,,
933,AIRSCALE SM,GOLDEN UNIT ABIO,475266A.105,,1,0,0,1,,M02,00D,SHELF 2,PICTURE,UNITS,M02-00D-SHELF 2,,NOKIA FINLAND,FINLAND,GOLDEN UNIT ABIO,475266A.105,,,,
934,AIRSCALE SM,GOLDEN UNIT ASIB,473764A.102,,3,0,0,3,,M02,00D,SHELF 2,PICTURE,UNITS,M02-00D-SHELF 2,,NOKIA FINLAND,FINLAND,"GOLDEN UNIT ASIB, AIR SCALE COMMON",473764A.102,,,,
935,AIRSCALE SM,"8 RELAY MODULE, TYPE HCARDU0018",EA043526,,1,0,0,1,,M02,00C,BOX 1,PICTURE,POWER RELAY,M02-00C-BOX 1,,NOKIA FINLAND,FINLAND,"8 RELAY MODULE, TYPE HCARDU0018",EA043526,,,,
936,AIRSCALE SM,USB BLASTER CABLE,K11773-001-01,,2,0,0,2,,M02,00C,SHELF 1,PICTURE,USB BLASTER,M02-00C-SHELF 2,,ORBIS SYSTEM,INDIA,USB BLASTER CABLE,K11773-001-01,,,,
937,AIRSCALE SM,"FLASH MEMORY CARD, MICROSDHC, 32GB, 85MB",CO052980,,0,0,0,0,,M02,00C,BOX 1,PICTURE,MEMORY CARD,M02-00C-BOX 1,,NOKIA FINLAND,FINLAND,,,,,,
938,AIRSCALE SM,"SMC SOLID STATE SWITCH, D-M9PL",CO043610-000,,8,0,0,8,,M02,00C,BOX 2,PICTURE,CABLE,M02-00C-BOX 2,,NOKIA FINLAND,FINLAND,,,,,,
939,AIRSCALE SM,"SHOULDER SCREW, ISO 7379 M6-8F9X16",CO003987,,19,0,0,19,,M02,00C,BOX 7,PICTURE,SCREW,M02-00C-BOX 7,,NOKIA FINLAND,FINLAND,,,,,,
940,AIRSCALE SM,"HEX SOCKET SCREW, ISO 4762-M5X16",CO009409,,53,0,0,53,,M02,00C,BOX 7,PICTURE,SCREW,M02-00C-BOX 7,,NOKIA FINLAND,FINLAND,,,,,,
941,AIRSCALE SM,BALL BEARING SKF 2 619/5-2Z,CO046301,,20,0,0,20,,M02,00C,SHELF 3,PICTURE,BEARING,M02-00C-SHELF 3,,NOKIA FINLAND,FINLAND,,,,,,
942,AIRSCALE SM,"ELECTRIC ACTUATOR, LEY16C-200CM-R1",CO045970,,6,0,0,6,,M02,00D,SHELF 1,PICTURE,ACTUATOR,M02-00D-SHELF 1,,NOKIA FINLAND,FINLAND,,,,,,
943,AIRSCALE SM,GAS SPRING SWF6 P2 100 130 P2L-250N,CO050839,,1,0,0,1,,M02,00C,BOX 7,PICTURE,GAS SPRING,M02-00C-BOX 7,,NOKIA FINLAND,FINLAND,,,,,,
944,AMBER,60 PIN REWORK MALE,60 PIN REWORK MALE,,10,0,0,10,,M02,00B,BOX 1,PICTURE,CONNECTOR,M02-00B-BOX 1,,,,60 PIN REWORK MALE,60 PIN REWORK MALE,,,,
945,AMBER,60 PIN REWORK FEMALE,60 PIN REWORK FEMALE,,8,0,0,8,,M02,00B,BOX 1,PICTURE,CONNECTOR,M02-00B-BOX 1,,,,60 PIN REWORK FEMALE,60 PIN REWORK FEMALE,,,,
946,AMBER,BBTA CARD,091997AX21,,2,0,0,2,,M02,00B,BOX 1,PICTURE,CARD,M02-00B-BOX 1,,,,BBTA CARD,091997AX21,,,,
947,AMBER,10 PIN CONNECTOR,10 PIN CONNECTOR,,4,0,0,4,,M02,00B,BOX 1,PICTURE,CONNECTOR,M02-00B-BOX 1,,,,10 PIN CONNECTOR,10 PIN CONNECTOR,,,,
948,AMBER,ULTRA THIN HDMI 4K DIGITAL HD CABLE 1 M,30476,,3,0,0,3,,M02,00B,BOX 2,PICTURE,CABLE,M02-00B-BOX 2,,,,ULTRA THIN HDMI 4K DIGITAL HD CABLE 1 M,30476,,,,
949,AMBER,RET CONTROL CABLE,L99-C222-3000,,5,0,0,5,,M02,00B,BOX 2,PICTURE,CABLE,M02-00B-BOX 2,,,,RET CONTROL CABLE,L99-C222-3000,,,,
950,AMBER,HIGH SPEED HDMI CABLE WITH ETHERNET 3M,E342987,,1,0,0,1,,M02,00B,BOX 2,PICTURE,CABLE,M02-00B-BOX 2,,,,HIGH SPEED HDMI CABLE WITH ETHERNET 3M,E342987,,,,
951,AMBER,PA1 & PA2 ADAPTER CARD,GTESD00360UI,,3,1,0,2,,M02,00B,BOX 1,PICTURE,CARD,M02-00B-BOX 1,,,,PA1 & PA2 ADAPTER CARD,GTESD00360UI,,,,
952,AMBER,P14V5 ADAPTER CARD,GTESD00361U1,,2,0,0,2,,M02,00B,BOX 1,PICTURE,CARD,M02-00B-BOX 1,,,,P14V5 ADAPTER CARD,GTESD00361U1,,,,
953,AMBER,BUMING ADAPTER CARD,GTESD00362UI,,7,0,0,7,,M02,00B,BOX 1,PICTURE,CARD,M02-00B-BOX 1,,,,BUMING ADAPTER CARD,GTESD00362UI,,,,
954,AMBER,SMA PLU-C208 L-3M,41.460.600-FP6,,1,0,0,1,,M02,00B,BOX 2,PICTURE,CABLE,M02-00B-BOX 2,,,,SMA PLU-C208 L-3M,41.460.600-FP6,,,,
955,AMBER,USB ATOB AJB 2.0,192256A.01,,3,0,0,3,,M02,00B,BOX 2,PICTURE,CABLE,M02-00B-BOX 2,,,,USB ATOB AJB 2.0,192256A.01,,,,
956,AMBER,TRXXBB GREASE PRINTING STENCIL FOR AEQW/AEQJ,P564769-02,,2,0,0,2,,M02,00B,SHELF 1,PICTURE,STENCIL,M02-00B-SHELF 1,,,,TRXXBB GREASE PRINTING STENCIL FOR AEQW/AEQJ,P564769-02,,,,
957,AMBER,RET CABLE 0.5M,P/N 57223-01,,0,0,0,0,,M02,00B,BOX 2,PICTURE,CABLE,M02-00B-BOX 2,,,,RET CABLE 0.5M,P/N 57223-01,,,,
958,AMBER,B-SCAN,GT-VPM01A,,1,0,0,1,,M02,00B,BOX 1,PICTURE,CONNECTOR,M02-00B-BOX 1,,,,B-SCAN,GT-VPM01A,,,,
959,AMBER,PCBA CARDS (SET OF 4),E300750,602-SF685-7AA,5,0,0,5,,M02,00B,BOX 1,PICTURE,CARD,M02-00B-BOX 1,,,,PCBA CARDS (SET OF 4),E300750,,,,
960,AMBER,SUPERPRO PROGRAMMER 7500N,7500N,,0,0,0,0,,M02,00B,BOX 1,PICTURE,PROGRAMMER,M02-00B-BOX 1,,,,SUPERPRO PROGRAMMER 7500N,7500N,,,,
961,AMBER,SUPERPRO PROGRAMMER SOCKET ADAPTER,GX5157,,0,0,0,0,,M02,00B,BOX 1,ADAPTER,CARD,M02-00B-BOX 1,,,,SUPERPRO PROGRAMMER SOCKET ADAPTER,GX5157,,,,
962,AMBER,AMBER LMI CABLE,AMBER LMI CABLE,,0,0,0,0,,M02,00B,BOX 2,PICTURE,CABLE,M02-00B-BOX 2,,,,AMBER LMI CABLE,AMBER LMI CABLE,,,,
963,AMBER,AMBER EAC CABLE,AMBER EAC CABLE,,1,0,0,1,,M02,00B,BOX 2,PICTURE,CABLE,M02-00B-BOX 2,,,,AMBER EAC CABLE,AMBER EAC CABLE,,,,
964,AMBER,FLASH BOARD,091694A.X01,,2,0,0,2,,M02,00B,BOX 1,PICTURE,CARD,M02-00B-BOX 1,,,,FLASH BOARD,"091694A,X01",,,,
965,AMOB,PRESURE GUAGE RANGE 600KG/CM2 & PSI CONNECTOR,213.53.063,,2,0,0,2,,M06,00D,SHELF 2,PICTURE,PRESSURE GUAGE,M06-00D-SHELF2,,ECOREL COMPUTER SYSTEMS PVT. LTD,DELHI,,,,,,
966,GALVATRON,LOW PIM TERMINATION 400-6000 MHZ 100W,R.22.F4003479,,8,0,0,8,,M07,00C,SHELF 3,PICTURE,TERMINATION,M07-00C-SHELF 3,,ORBIS SYSTEM,INDIA,LOW PIM TERMINATION 400-6000 MHZ 100W,R.22.F4003479,,,,
